央视频道,#genre#
台灣電視劇,http://61.218.250.142:11001/rtp/224.1.4.62:11111
台灣戲劇台,http://61.218.250.142:11001/rtp/230.1.2.154:11111
正德電視台,http://61.218.250.142:11001/rtp/224.1.4.195:11111
正德電視台,http://61.218.250.142:11001/rtp/224.1.4.95:11111
民視,http://61.218.250.142:11001/rtp/224.1.4.6:11111
民視,http://61.218.250.142:11001/rtp/230.1.2.226:11111
民視台灣台,http://61.218.250.142:11001/rtp/224.1.4.227:11111
民視台灣台,http://61.218.250.142:11001/rtp/230.1.2.61:11111
民視第一台,http://61.218.250.142:11001/rtp/224.1.4.218:11111
民視第一台,http://61.218.250.142:11001/rtp/224.1.4.77:11111
民視新聞台,http://61.218.250.142:11001/rtp/224.1.4.97:11111
民視新聞台,http://61.218.250.142:11001/rtp/230.1.2.155:11111
生命電視台,http://61.218.250.142:11001/rtp/224.1.4.93:11111
生命電視台,http://61.218.250.142:11001/rtp/230.1.2.187:11111
龍華電影,http://61.218.250.142:11001/rtp/224.1.4.251:11111
龍華電影,http://61.218.250.142:11001/rtp/224.1.4.36:11111
龍華動畫,http://61.218.250.142:11001/rtp/224.1.4.109:11111
龍華動畫,http://61.218.250.142:11001/rtp/224.1.4.180:11111
龍華戲劇,http://61.218.250.142:11001/rtp/224.1.4.41:11111
龍華戲劇,http://61.218.250.142:11001/rtp/230.1.2.149:11111
龍華經典,http://61.218.250.142:11001/rtp/224.1.4.172:11111
龍華經典,http://61.218.250.142:11001/rtp/224.1.4.44:11111
龍華洋片,http://61.218.250.142:11001/rtp/224.1.4.37:11111
龍華洋片,http://61.218.250.142:11001/rtp/230.1.2.211:11111
龍華偶像,http://61.218.250.142:11001/rtp/224.1.4.39:11111
龍華偶像,http://61.218.250.142:11001/rtp/230.1.2.156:11111
龍華影劇,http://61.218.250.142:11001/rtp/230.1.2.167:11111
龍華影劇,http://61.218.250.142:11001/rtp/230.1.2.5:11111
Asian Food Network 亞洲美食頻道,http://61.218.250.142:11001/rtp/230.1.2.233:11111
Asian Food Network 亞洲美食頻道,http://61.218.250.142:11001/rtp/230.1.2.85:11111
亞洲旅遊台,http://61.218.250.142:11001/rtp/224.1.4.34:11111
亞洲旅遊台,http://61.218.250.142:11001/rtp/230.1.2.175:11111
亞洲綜合台,http://61.218.250.142:11001/rtp/224.1.4.209:11111
亞洲綜合台,http://61.218.250.142:11001/rtp/224.1.4.78:11111
Warner TV,http://61.218.250.142:11001/rtp/224.1.4.234:11111
Warner TV,http://61.218.250.142:11001/rtp/230.1.2.68:11111
華藝MBC綜合台,http://61.218.250.142:11001/rtp/224.1.4.130:11111
華藝MBC綜合台,http://61.218.250.142:11001/rtp/230.1.2.1:11111
華藝台灣台,http://61.218.250.142:11001/rtp/224.1.4.185:11111
華藝台灣台,http://61.218.250.142:11001/rtp/224.1.4.71:11111
華藝影劇台,http://61.218.250.142:11001/rtp/230.1.2.17:11111
華藝影劇台,http://61.218.250.142:11001/rtp/230.1.2.200:11111
華視,http://61.218.250.142:11001/rtp/224.1.4.12:11111
華視,http://61.218.250.142:11001/rtp/230.1.2.229:11111
華視教育體育文化台,http://61.218.250.142:11001/rtp/224.1.4.223:11111
華視教育體育文化台,http://61.218.250.142:11001/rtp/224.1.4.96:11111
華視新聞資訊台,http://61.218.250.142:11001/rtp/224.1.4.55:11111
華視新聞資訊台,http://61.218.250.142:11001/rtp/230.1.2.248:11111
華藏衛視,http://61.218.250.142:11001/rtp/224.1.4.181:11111
華藏衛視,http://61.218.250.142:11001/rtp/224.1.4.90:11111
好消息衛星電視台,http://61.218.250.142:11001/rtp/224.1.4.4:11111
好消息衛星電視台,http://61.218.250.142:11001/rtp/230.1.2.165:11111
佛衛電視慈悲台,http://61.218.250.142:11001/rtp/224.1.4.178:11111
佛衛電視慈悲台,http://61.218.250.142:11001/rtp/224.1.4.84:11111
緯來精采台,http://61.218.250.142:11001/rtp/224.1.4.222:11111
緯來精采台,http://61.218.250.142:11001/rtp/230.1.2.72:11111
DaVinCi Learning達文西頻道,http://61.218.250.142:11001/rtp/224.1.4.233:11111
DaVinCi Learning達文西頻道,http://61.218.250.142:11001/rtp/230.1.2.67:11111
國會頻道1,http://61.218.250.142:11001/rtp/224.1.4.173:11111
國會頻道1,http://61.218.250.142:11001/rtp/230.1.2.41:11111
國會頻道2,http://61.218.250.142:11001/rtp/224.1.4.174:11111
國會頻道2,http://61.218.250.142:11001/rtp/230.1.2.42:11111
幸福空間居家台,http://61.218.250.142:11001/rtp/224.1.4.123:11111
幸福空間居家台,http://61.218.250.142:11001/rtp/230.1.2.141:11111
ETtoday綜合台,http://61.218.250.142:11001/rtp/224.1.4.59:11111
采昌影劇台,http://61.218.250.142:11001/rtp/224.1.4.221:11111
采昌影劇台,http://61.218.250.142:11001/rtp/230.1.2.71:11111
非凡新聞台,http://61.218.250.142:11001/rtp/224.1.4.158:11111
非凡新聞台,http://61.218.250.142:11001/rtp/230.1.2.92:11111
信吉電視台,http://61.218.250.142:11001/rtp/230.1.2.247:11111
信吉電視台,http://61.218.250.142:11001/rtp/230.1.2.93:11111
信吉藝文台,http://61.218.250.142:11001/rtp/230.1.2.182:11111
信吉藝文台,http://61.218.250.142:11001/rtp/230.1.2.28:11111
冠軍電視台,http://61.218.250.142:11001/rtp/224.1.4.224:11111
冠軍電視台,http://61.218.250.142:11001/rtp/230.1.2.74:11111
客家電視,http://61.218.250.142:11001/rtp/224.1.4.17:11111
客家電視,http://61.218.250.142:11001/rtp/224.1.4.201:11111
美亞電影台,http://61.218.250.142:11001/rtp/224.1.4.91:11111
美亞電影台,http://61.218.250.142:11001/rtp/230.1.2.143:11111
美好1台,http://61.218.250.142:11001/rtp/224.1.4.167:11111
美好1台,http://61.218.250.142:11001/rtp/224.1.4.67:11111
美好2台,http://61.218.250.142:11001/rtp/224.1.4.145:11111
美食星球頻道,http://61.218.250.142:11001/rtp/224.1.4.19:11111
美食星球頻道,http://61.218.250.142:11001/rtp/230.1.2.178:11111
視納華仁紀實台,http://61.218.250.142:11001/rtp/224.1.4.206:11111
視納華仁紀實台,http://61.218.250.142:11001/rtp/230.1.2.96:11111
原住民族電視台,http://61.218.250.142:11001/rtp/224.1.4.76:11111
原住民族電視台,http://61.218.250.142:11001/rtp/230.1.2.235:11111
愛爾達亞運1台,http://61.218.250.142:11001/rtp/224.1.4.129:11111
愛爾達亞運1台,http://61.218.250.142:11001/rtp/224.1.4.94:11111
愛爾達亞運2台,http://61.218.250.142:11001/rtp/230.1.2.170:11111
愛爾達亞運2台,http://61.218.250.142:11001/rtp/230.1.2.7:11111
愛爾達亞運3台,http://61.218.250.142:11001/rtp/230.1.2.234:11111
愛爾達亞運3台,http://61.218.250.142:11001/rtp/230.1.2.87:11111
愛爾達體育1台,http://61.218.250.142:11001/rtp/224.1.4.112:11111
愛爾達體育1台,http://61.218.250.142:11001/rtp/230.1.2.131:11111
愛爾達體育2台,http://61.218.250.142:11001/rtp/230.1.2.237:11111
愛爾達體育2台,http://61.218.250.142:11001/rtp/230.1.2.88:11111
愛爾達體育3台,http://61.218.250.142:11001/rtp/224.1.4.193:11111
愛爾達體育3台,http://61.218.250.142:11001/rtp/230.1.2.91:11111
愛爾達體育4台,http://61.218.250.142:11001/rtp/224.1.4.7:11111
愛爾達體育4台,http://61.218.250.142:11001/rtp/230.1.2.146:11111
愛爾達綜合台,http://61.218.250.142:11001/rtp/224.1.4.114:11111
愛爾達綜合台,http://61.218.250.142:11001/rtp/230.1.2.133:11111
愛爾達影劇台,http://61.218.250.142:11001/rtp/224.1.4.113:11111
愛爾達影劇台,http://61.218.250.142:11001/rtp/230.1.2.132:11111
唯心電視台,http://61.218.250.142:11001/rtp/224.1.4.200:11111
唯心電視台,http://61.218.250.142:11001/rtp/230.1.2.80:11111
曼迪日本台,http://61.218.250.142:11001/rtp/230.1.2.242:11111
曼迪日本台,http://61.218.250.142:11001/rtp/230.1.2.89:11111
Medici-arts,http://61.218.250.142:11001/rtp/224.1.4.26:11111
Medici-arts,http://61.218.250.142:11001/rtp/230.1.2.180:11111
博斯無限二台,http://61.218.250.142:11001/rtp/224.1.4.207:11111
博斯無限二台,http://61.218.250.142:11001/rtp/230.1.2.97:11111
博斯無限台,http://61.218.250.142:11001/rtp/224.1.4.46:11111
博斯無限台,http://61.218.250.142:11001/rtp/230.1.2.215:11111
博斯網球台,http://61.218.250.142:11001/rtp/224.1.4.66:11111
博斯網球台,http://61.218.250.142:11001/rtp/230.1.2.198:11111
博斯運動一台,http://61.218.250.142:11001/rtp/224.1.4.48:11111
博斯運動一台,http://61.218.250.142:11001/rtp/230.1.2.158:11111
博斯運動二台,http://61.218.250.142:11001/rtp/224.1.4.5:11111
博斯運動二台,http://61.218.250.142:11001/rtp/230.1.2.196:11111
博斯高球一台,http://61.218.250.142:11001/rtp/224.1.4.49:11111
